Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Cases,US surgeon general tells states to be ready for Covid-19 vaccine by November 'just in case',"The Centers for Disease Control and Prevention has asked public health officials in the states to prepare to distribute a coronavirus vaccine by late October or early November. As of Saturday, more than 6.2 million coronavirus cases have been reported in the US since the pandemic began and 188,252 people have died, according to a tally of cases by Johns Hopkins University. Adams reiterated comments by public health officials saying that a coronavirus vaccine is possible but not probable by those dates.",2020-09-06,kimt.com,Global,,,0.125,0.05000000000000001,0.08750000000000001,0.03952777777777778,positive,positive,2020-09-05,2020-09-07,0.1322472582972583,0.10125642135642136
Covid19,LankaWeb – Russia's COVID-19 vaccine showed antibody response in initial trials,"The vaccine, developed by Moscow's Gamaleya Institute, is administered in two doses, with each based on a different vector that normally causes the common cold: human adenoviruses Ad5 and Ad26. Some experts have said that using this delivery mechanism could make a Covid-19 vaccine less effective, since many people have already been exposed to the Ad5 adenovirus and developed immunity to it. In China and the United States, about 40 per cent of people have high levels of antibodies from prior Ad5 exposure.",2020-09-06,lankaweb.com,Global,,,0.0,0.045277777777777785,0.022638888888888892,0.03952777777777778,positive,positive,2020-09-05,2020-09-07,0.1322472582972583,0.10125642135642136
Cases,Kamala Harris says Trump not credible on possible COVID-19 vaccine,"REUTERS/Jonathan Ernst September 5, 2020 By Raphael Satter WASHINGTON (Reuters) – Democratic U.S. vice presidential candidate Kamala Harris said she would not take President Donald Trump's word alone on any potential coronavirus vaccine. In an interview excerpt broadcast by CNN on Saturday, Harris said Trump had a track record of suppressing expert opinion about the coronavirus pandemic and that she worried that might happen again in the case of a prospective vaccine. ""I would not trust Donald Trump,"" Harris said, saying she would be convinced of the efficacy of a vaccine only if someone credible were vouching for it as well. ""I will not take his word for it.""",2020-09-06,oann.com,Global,,,-0.1,0.13333333333333333,0.016666666666666663,0.03952777777777778,positive,positive,2020-09-05,2020-09-07,0.1322472582972583,0.10125642135642136
Cases,UPDATE 1-Kamala Harris Says Trump Not Credible on Possible COVID-19 Vaccine," Democratic U.S. vice presidential candidate Kamala Harris said she would not take President Donald Trump's word alone on any potential coronavirus vaccine. In an interview excerpt broadcast by CNN on Saturday, Harris said Trump had a track record of suppressing expert opinion about the coronavirus pandemic and that she worried that might happen again in the case of a prospective vaccine. ""I would not trust Donald Trump,"" Harris said, saying she would be convinced of the efficacy of a vaccine only if someone credible were vouching for it as well. ""I will not take his word for it.""",2020-09-06,newsmax.com,Global,,,-0.1,0.13333333333333333,0.016666666666666663,0.03952777777777778,positive,positive,2020-09-05,2020-09-07,0.1322472582972583,0.10125642135642136
Covid19,Biden-Harris Are Already Sowing Distrust of a COVID-19 Vaccine,"Would you get it?"" HARRIS: ""Well, I think that's going to be an issue for all of us. I will say that I would not trust Donald Trump… I will not take his word for it."" #CNNSOTUpic.twitter.com/jhxtdvaMF1 — State of the Union (@CNNSotu) September 5, 2020 Democrats and the media previously destroyed public faith in hydroxychloroquine, the decades-old malaria drug that numerous studies have shown to be an effective treatment for COVID-19.",2020-09-06,pjmedia.com,Global,,,0.0,0.10833333333333334,0.05416666666666667,0.03952777777777778,positive,positive,2020-09-05,2020-09-07,0.1322472582972583,0.10125642135642136
Cases,Australia buys two COVID-19 vaccines in $1.7bn deal,"The family live about 35km from Moree, which was added to a ""travel bubble"" list of border towns by Queensland Premier Annastacia Palaszczuk on Friday but Henry's house is 10km outside the postcode exemption limit. ""I think (Henry's) quite a stoic child, but he's very frustrated by it, and I think on Friday he was most disappointed because he knows now all these other children in our district are coming home."" The Moree local council area has had zero coronavirus cases in the last four weeks according to NSW Health data, and would not be considered a hotspot under the federal government guidelines. Ms McNally said even Emma, 9, misses her older sibling and thinks the system is ""not fair"".",2020-09-07,byronnews.com.au,Australia,,,0.0,-0.13319696969696967,-0.06659848484848484,0.10125642135642136,negative,positive,2020-09-06,2020-09-08,0.03952777777777778,0.12532302188552186
Covid19,CSL deals could see COVID-19 vaccine release by early next year,"The Australian government will fund CSL to help get its facilities ready to make the University of Oxford's coronavirus vaccine onshore if successful, after the company inked deals to make more than 80 million vaccine doses. The agreements cement CSL as Australia's core manufacturer for successful vaccines that come to market, with the $130 billion biotech looking to release doses of the Oxford/AstraZeneca product by early 2021 if it works. CSL announced two vaccine development agreements on Monday morning.",2020-09-07,brisbanetimes.com.au,Australia,,,0.05,0.38333333333333336,0.21666666666666667,0.10125642135642136,positive,positive,2020-09-06,2020-09-08,0.03952777777777778,0.12532302188552186
Testing,"Translate Bio, Sanofi's COVID-19 vaccine proves promising in animal studies","Novel mRNA-based technology has been a new focus in the development of a COVID-19 vaccine, despite the fact that no vaccine using this technology has been approved anywhere in the world. Another promising mRNA vaccine candidate, being development by frontrunner Moderna, produced antibodies against COVID-19 in all participants tested in a phase 1 trial. Meanwhile, Sanofi is also working on a vaccine in partnership with GlaxoSmithKline, using an S-protein COVID-19 antigen based on recombinant DNA technology.",2020-09-07,pmlive.com,Global,Moderna,MRNA,0.25,0.16818181818181818,0.2090909090909091,0.10125642135642136,positive,positive,2020-09-06,2020-09-08,0.03952777777777778,0.12532302188552186
Cases,US Surgeon General Jerome M. Adams tells states to be ready for Covid-19 vaccine by November 'just in case',"The Centers for Disease Control and Prevention has asked public health officials in the states to prepare to distribute a coronavirus vaccine by late October or early November. As of Saturday, more than 6.2 million coronavirus cases have been reported in the US since the pandemic began and 188,252 people have died, according to a tally of cases by Johns Hopkins University. Adams reiterated comments by public health officials saying that a coronavirus vaccine is possible but not probable by those dates.",2020-09-07,6abc.com,Global,,,0.125,0.05000000000000001,0.08750000000000001,0.10125642135642136,positive,positive,2020-09-06,2020-09-08,0.03952777777777778,0.12532302188552186
Panic,Karen Bass: People of color are underrepresented in covid-19 vaccine trials. There?s still time to make it right.,The only way to overcome this history is for medical researchers to meaningfully involve communities of color at every stage of the process. Black Americans and Latinos are still significantlyless likely than non-Hispanic Whites to be enrolled in clinical trials. Those running the covid-19 vaccine trials must break down the social and economic barriers that can keep people of color from taking part.,2020-09-07,washingtonpost.com,Global,,,0.06785714285714284,0.05138888888888889,0.05962301587301586,0.10125642135642136,positive,positive,2020-09-06,2020-09-08,0.03952777777777778,0.12532302188552186
Cases,Should COVID-19 vaccine be mandatory in Va.?,"According to the Virginia Department of Health press office, when Oliver spoke in support of a mandate for a future COVID-19 vaccine, he was ""sharing his personal opinion as a physician."" Virginia law currently gives the health commissioner the authority to issue a mandate for a vaccine in the case of an epidemic. The law allows doctors to exempt people from vaccination if their health would be negatively affected.",2020-09-08,dailyprogress.com,Global,,,0.0,-0.075,-0.0375,0.12532302188552186,negative,positive,2020-09-07,2020-09-09,0.10125642135642136,0.01001964285714286
Covid19,COVID-19 vaccine latest flashpoint in White House campaign,"Under a program Trump calls ""Operation Warp Speed,"" the goal is to have 300 million doses of a coronavirus vaccine in stock by January. He has spent hundreds of billions of dollars on what amounts to a huge gamble since vaccine development usually takes years. Concerns exist about political influence over development of a vaccine, and whether one produced under this process will be safe and effective.",2020-09-08,siouxcityjournal.com,Global,,,0.25,0.19166666666666665,0.22083333333333333,0.12532302188552186,positive,positive,2020-09-07,2020-09-09,0.10125642135642136,0.01001964285714286
Covid19,"Trump, Biden Clash Over COVID-19 Vaccine Rhetoric","While the coronavirus pandemic, which has killed about 190,000 people in the country, has sharply curtailed huge political rallies that are a mainstay of typical U.S. presidential campaigns, both Trump and Biden are planning numerous trips in the coming weeks to politically important states in front of more modest crowds. Trump plans to visit North Carolina, Florida, Michigan and Pennsylvania later in the week. Biden plans to return to Pennsylvania on Friday, when both he and Trump plan to commemorate the 19th anniversary of the 2001 al-Qaida terrorist attacks on the U.S. in Shanksville, where a jetliner crashed into a field as passengers tried to commandeer the plane from the hijackers.",2020-09-08,trinidadtimes.com,Global,,,0.0,0.09083333333333335,0.045416666666666675,0.12532302188552186,positive,positive,2020-09-07,2020-09-09,0.10125642135642136,0.01001964285714286
Cases,Australia expects to receive AstraZeneca's COVID-19 vaccine within months,"The agreement came as Australia reported its lowest one-day rise in new COVID-19 cases since June 26, with 45 infections in the past 24 hours, 41 of which were recorded in Victoria state. Australia's second most populous state has been the epicentre of a second wave, and now accounts for about 75% of the country's 26,320 cases and 90% of its 762 deaths. The southeastern state on Sunday extended a hard lockdown in its capital Melbourne until Sept. 28 as the daily infection rates had declined more slowly than hoped.",2020-09-08,in.reuters.com,Global,,,0.0,0.03274410774410774,0.01637205387205387,0.12532302188552186,positive,positive,2020-09-07,2020-09-09,0.10125642135642136,0.01001964285714286
Covid19,Great news! COVID-19 vaccine will be available in October; read details,"U.S. public health officials and Pfizer Inc said a COVID-19 vaccine could be ready for distribution as soon as late October, just ahead of the November election in which the coronavirus pandemic is likely to be a major factor among voters deciding whether President Donald Trump wins a second term. Even though the stakes are high for Republican Trump, who is squaring off against former Vice President Joe Biden on Nov. 3, there is no political pressure on the U.S. Food and Drug Administration to quickly approve a vaccine, White House Press Secretary Kayleigh McEnany said Thursday. ""No one is pressuring the FDA to do anything,"" McEnany told a press briefing.",2020-09-08,orissapost.com,Global,Pfizer,PFE,0.7,0.06298611111111112,0.3814930555555555,0.12532302188552186,positive,positive,2020-09-07,2020-09-09,0.10125642135642136,0.01001964285714286
Testing,AstraZeneca COVID-19 vaccine trial halted over 'illness',"The news site STAT first reported the pause in testing, saying the possible side effect occurred in the United Kingdom. RELATED: Companies testing coronavirus vaccines pledge safety, high standards RELATED: Debate begins for who's first in line for COVID-19 vaccine An AstraZeneca spokesperson confirmed the pause in vaccinations covers studies in the U.S. and other countries. Late last month, AstraZeneca began recruiting 30,000 people in the U.S. for its largest study of the vaccine.",2020-09-09,cbs8.com,Global,,,0.0,0.0635,0.03175,0.01001964285714286,positive,positive,2020-09-08,2020-09-10,0.12532302188552186,0.04529305555555556
Testing,AstraZeneca COVID-19 vaccine trials halted at UW Health,"Health officials worry nation not ready for COVID-19 vaccine / Health officials worry nation not ready for COVID-19 vaccine / Millions of Americans are counting on a COVID-19 vaccine to curb the global pandemic and return life to normal. Third COVID-19 vaccine reaches major hurdle: final US testing / Third COVID-19 vaccine reaches major hurdle: final US testing / AstraZeneca announced Monday its vaccine candidate has entered the final testing stage in the U.S. The Cambridge, England-based company said the study will involve up to 30,000 adults from various racial, ethnic and geographic groups.",2020-09-09,fox6now.com,Global,,,0.0,0.006249999999999999,0.0031249999999999993,0.01001964285714286,positive,positive,2020-09-08,2020-09-10,0.12532302188552186,0.04529305555555556
Testing,AstraZeneca COVID-19 vaccine study paused after one illness,"Late-stage studies of AstraZeneca's COVID-19 vaccine candidate are on temporary hold while the company investigates if a report of a patient with a serious side effect is linked to the shot. In a statement issued Tuesday evening, the company said its standard review process triggered a pause to vaccination to allow review of safety data. AstraZeneca didn't reveal any information about the possible side effect except to call it a potentially unexplained illness. The news site STAT first reported the pause in testing, saying the possible side effect occurred in the United Kingdom. An AstraZeneca spokesperson confirmed the pause in vaccinations covers studies in the U.S. and other countries.",2020-09-09,durangoherald.com,Global,,,0.0,0.020238095238095246,0.010119047619047623,0.01001964285714286,positive,positive,2020-09-08,2020-09-10,0.12532302188552186,0.04529305555555556
Cases,Brazil eyes COVID-19 vaccine rollout in January: Acting health minister,"Pazuello did not give details on which vaccine would be rolled out. Brazil has the third-worst outbreak of coronavirus globally with more than 4.1 million cases, passed this week by India for the second highest number of cases after the United States. Brazil recorded 14,279 additional confirmed cases of the novel coronavirus in the past 24 hours, as well as 504 deaths from the disease, the health ministry said on Tuesday.",2020-09-09,channelnewsasia.com,Global,,,0.0,0.13,0.065,0.01001964285714286,positive,positive,2020-09-08,2020-09-10,0.12532302188552186,0.04529305555555556
Covid19,AstraZeneca puts COVID-19 vaccine trials on hold as it investigates report of patient with serious side effect,"The development came the same day that AstraZeneca and eight other drugmakers issued an unusual pledge, vowing to uphold the highest ethical and scientific standards in developing their vaccines. The announcement follows worries that President Donald Trump will pressure the U.S. Food and Drug Administration to approve a vaccine before it's proven to be safe and effective. The U.S. has invested billions of dollars in efforts to quickly develop multiple vaccines against COVID-19.",2020-09-09,orlandosentinel.com,Global,,,-0.3333333333333333,0.21354166666666666,-0.05989583333333333,0.01001964285714286,negative,positive,2020-09-08,2020-09-10,0.12532302188552186,0.04529305555555556
Covid19,"COVID-19 vaccine not likely a one-time shot, says infectious disease specialist","So what does that mean for a vaccine? Dr. Joseph Bocchini, an infectious disease specialist for Willis-Knighton Health System, said it is likely that a COVID-19 vaccine would be given in multiple doses. ""It's very clear, based on the initial study that's available, that we're going to need at least two doses in a primary series to be sure that we have enough antibody that we think will be protective against exposure,"" Bocchini said.",2020-09-10,ktbs.com,Global,,,0.0,0.08175000000000002,0.04087500000000001,0.04529305555555556,positive,positive,2020-09-09,2020-09-11,0.01001964285714286,0.05838879870129869
Covid19,Q&A: A look at when the COVID-19 vaccine can be expected,"The federal government has told states to be ready to distribute doses of a coronavirus vaccine by Nov. 1 — two days before the election. The move raises major questions we can't answer yet. Is President Donald Trump exerting political pressure to make good on his promise of a vaccine ""before the end of the year, or maybe even sooner""?",2020-09-10,roanoke.com,Global,,,-0.1,0.24062499999999998,0.07031249999999999,0.04529305555555556,positive,positive,2020-09-09,2020-09-11,0.01001964285714286,0.05838879870129869
Covid19,"Covid-19 vaccine pressure on the CDC and FDA before Election Day, explained","We may find that inappropriate, we will make a determination."" Rabbi Shmuel Herzfeld has his arm disinfected by Dr. Chao Wang as Jake Bart, an unblinded verifier, looks on, during a clinical trial at Meridian Clinical Research in Rockville, Maryland on Monday. / A volunteer receives a Covid-19 vaccine in a clinical trial. Amanda Andrade-Rhoades/The Washington Post via Getty Images In their statement on Tuesday, nine vaccine developers vowed to ""[o]nly submit for approval or emergency use authorization after demonstrating safety and efficacy through a Phase 3 clinical study that is designed and conducted to meet requirements of expert regulatory authorities such as FDA.""",2020-09-10,vox.com,Global,,,0.0,0.0,0.0,0.04529305555555556,neutral,positive,2020-09-09,2020-09-11,0.01001964285714286,0.05838879870129869
Covid19,India's trials of Covid-19 vaccine going on: Serum Institute,The statement came after AstraZeneca announced that late-stage studies of the Covid-19 vaccine candidate developed by the Oxford University are on temporary hold as a UK participant had an adverse reaction to it. SII has entered into a manufacturing partnership with AstraZeneca to produce and supply 1 billion doses of the Covid-19 vaccine. It is doing the clinical trials of the potential vaccine in India.,2020-09-10,deccanherald.com,Global,,,0.0,0.05,0.025,0.04529305555555556,positive,positive,2020-09-09,2020-09-11,0.01001964285714286,0.05838879870129869
Masks,Oxford AstraZeneca COVID-19 vaccine trials set to open in Arizona,"CCT Research President CJ Anderson said he feels more optimistic about this vaccine candidate when compared with others. Part of that confidence comes from the fact that it piggybacks on research Oxford was already conducting to develop a vaccine for Middle East Respiratory Syndrome, which is a related strain of coronavirus. That allowed Oxford researchers to quickly pivot, applying the same vaccine-making techniques to the novel coronavirus, and be among the first to conduct large-scale tests.",2020-09-10,azcentral.com,Global,,,0.0,0.18055555555555555,0.09027777777777778,0.04529305555555556,positive,positive,2020-09-09,2020-09-11,0.01001964285714286,0.05838879870129869
Masks,COVID-19 vaccine: Your questions answered," We have no natural immunity to COVID-19 and the only way of containing the deadly pandemic is through social distancing, wearing masks and handwashing and this is devastating the world economy. If we could develop a vaccine it's likely we could return to normal life.",2020-09-11,gladstoneobserver.com.au,Australia,,,0.0,-0.15238095238095242,-0.07619047619047621,0.05838879870129869,negative,positive,2020-09-10,2020-09-12,0.04529305555555556,0.0324702380952381
Covid19,SC governor pushes for schools to open in person; DHEC talks COVID-19 vaccines,"a group of people standing in a room: S.C. Gov. Henry McMaster and state health officials provided a Thursday update on the state's response to COVID-19. © Provided by Columbia WIS TV S.C. Gov. Henry McMaster and state health officials provided a Thursday update on the state's response to COVID-19. WEST COLUMBIA, S.C. (WIS) - Gov. Henry McMaster issued recommendations on how he believes the state should spend remaining COVID-19 relief funding during an update Thursday afternoon. He also took the opportunity to push more schools to reopen in person, saying he would have issued an executive order making them open if it were legal.",2020-09-11,msn.com,Global,,,0.0,0.2333333333333333,0.11666666666666665,0.05838879870129869,positive,positive,2020-09-10,2020-09-12,0.04529305555555556,0.0324702380952381
Cases,State weighing who should be in first wave of Hoosiers to get COVID-19 vaccine,"It's not yet known whether Indiana's initial doses will be halved if two shots are required to protect recipients against the coronavirus, or how the state will fare if the vaccine is distributed nationwide based on imminent need and not by state population or some other formula. In any case, Box said, the State Department of Health is preparing to identify which Hoosiers should get vaccine priority, and who in the state can continue following COVID-19 prevention practices, such as face mask wearing, social distancing and regular hand washing, until vaccine doses are more widely available. ""Indiana is using a team of experts to ethically look at, and medically look at, those individuals that should receive this immunization first here in the state of Indiana,"" Box said without providing an",2020-09-11,southbendtribune.com,Global,,,0.25,0.1143939393939394,0.1821969696969697,0.05838879870129869,positive,positive,2020-09-10,2020-09-12,0.04529305555555556,0.0324702380952381
Cases,"China shares update on COVID-19 vaccine trials  in Mid-East, South America – Manila Bulletin","Sinopharm, the developer of the said vaccine, has also launched Phase-III trials in several other countries like Bahrain, Argentina, Peru, and Morocco. Overall, Huang said the worldwide Phase III trials have involved more than 50,000 volunteers from 115 countries with leading progress in all aspects. ""Hundreds of thousands of people have received vaccinations of Sinopharm's vaccine since China launched emergency use of COVID-19 vaccines on July 22 with no cases of severe adverse effects or infection,"" the envoy was quoted as saying in a statement released by the Chinese Embassy. The top Chinese diplomat in Manila expressed optimism that the vaccine is likely to be on the market by the end of December while the company has built two high-level biosafety production facilities in Beijing and ",2020-09-11,mb.com.ph,Philippines,,,0.0,0.109375,0.0546875,0.05838879870129869,positive,positive,2020-09-10,2020-09-12,0.04529305555555556,0.0324702380952381
Testing,Coronavirus | COVID-19 vaccine still possible this,"Coronavirus Update: Worldwide COVID-19 Deaths Surpass 900,000 [Video] Also updates on the AstraZeneca vaccine trial, a look at the Senate hearing with Dr. Francis Collins and a breakdown of an interview between Bob Woodward and President Donald Trump. Here's the latest.. Credit: The Street Duration: 03:09Published 11 hours ago AstraZeneca COVID-19 vaccine trial on hold over safety issue [Video] A serious adverse reaction in a volunteer has triggered the safety protocol for the large-scale trial. Credit: Al Jazeera STUDIO Duration: 02:13Published 13 hours ago Local clinical trial expert 'not surprised' by COVID-19 vaccine trial halt [Video] The race to bring a COVID-19 vaccine to the market has hit a snag.",2020-09-11,onenewspage.com,Global,,,0.0,0.02916666666666667,0.014583333333333335,0.05838879870129869,positive,positive,2020-09-10,2020-09-12,0.04529305555555556,0.0324702380952381
Covid19,"As COVID-19 Vaccine Trials Move At Warp Speed, Recruiting Black Volunteers Takes Time","Yet recruiting minority participants into these ongoing trials requires sensitivity to a legacy of mistrust based on past and current medical mistreatment, and that trust-building cannot be rushed. So far at least, participation by minority volunteers in coronavirus trials has increased only slightly, compared to usual low levels — and targeted outreach efforts to recruit more have been slow to launch. Some of that outreach is taking place at historically black colleges and universities, which are trusted institutions for many Black Americans.",2020-09-12,wlrh.org,,,,-0.16666666666666666,-0.035714285714285705,-0.10119047619047618,0.0324702380952381,negative,positive,2020-09-11,2020-09-13,0.05838879870129869,0.15781746031746033
Covid19,Turkey considers allowing Phase III testing of Russia's COVID-19 vaccine,"The Russian Sputnik-V vaccine is administered in two doses, with each based on a different vector that normally causes the common cold: human adenoviruses Ad5 and Ad26. Some experts have said using this delivery mechanism could make a COVID-19 vaccine less effective. Russia has said it expects to produce between 1.5 million and 2 million doses per month by the end of the year, gradually increasing production to 6 million doses a month.",2020-09-12,reuters.com,Global,,,0.0,-0.03958333333333333,-0.019791666666666666,0.0324702380952381,negative,positive,2020-09-11,2020-09-13,0.05838879870129869,0.15781746031746033
Covid19,"Safety and immunogenicity of an rAd26 and rAd5 vector-based heterologous prime-boost COVID-19 vaccine in two formulations: two open, non-randomised phase 1/2 studies from Russia","We thank the study participants, site research staff, and members of the trial management groups, trial steering committee, and independent data monitoring committee. Article Info Publication History Published: September 04, 2020 Identification Copyright © 2020 Elsevier Ltd. All rights reserved. ScienceDirectAccess this article on ScienceDirect Related Hub Coronavirus - Copyright: Maurizio De Angelis Access the latest 2019 novel coronavirus disease (COVID-19) content from across The Lancet journals as it is published.",2020-09-12,thelancet.com,Global,,,0.0,0.16666666666666666,0.08333333333333333,0.0324702380952381,positive,positive,2020-09-11,2020-09-13,0.05838879870129869,0.15781746031746033
Covid19,"KUOW - As COVID-19 Vaccine Trials Move At Warp Speed, Recruiting Black Volunteers Takes Time","Yet recruiting minority participants into these ongoing trials requires sensitivity to a legacy of mistrust based on past medical mistreatment, and that trust-building cannot be rushed. So far at least, participation by minority volunteers in coronavirus trials has increased only slightly, compared to usual low levels — and targeted outreach efforts to recruitmore have been slow to launch. Some of that outreach is taking place at historically Black colleges and universities, which are trusted institutions for many Black Americans.",2020-09-12,kuow.org,,,,-0.16666666666666666,-0.08333333333333333,-0.125,0.0324702380952381,negative,positive,2020-09-11,2020-09-13,0.05838879870129869,0.15781746031746033
Covid19,Russia approves controversial COVID-19 vaccine – Travel Weekly,"WHO spokesman Christian Lindmeier said at the United Nations in Geneva, as reported by ABC News. ""Any vaccine … [or medicine] for this purpose should be, of course, going through all the various trials and tests before being licensed for rollout. ""Sometimes, individual researchers claim they have found something, which is of course, as such, great news. ""But between finding or having a clue of maybe having a vaccine that works, and having gone through all the stages, is a big difference."" Putin said he hoped the country would soon start mass-producing the vaccine, with its approval by the Health Ministry foreshadowing the start of a larger trial involving thousands of participants, known as a Phase III trial, which is used to determine potential vaccines' safety and efficacy. It's become a",2020-09-12,travelweekly.com.au,Australia,,,0.55,0.1,0.325,0.0324702380952381,positive,positive,2020-09-11,2020-09-13,0.05838879870129869,0.15781746031746033
Covid19,Pause in Oxford University Covid-19 vaccine trial has global knock-on effect,"Words by ITV News journalist Sanjay Jha The trial of a Covid-19 vaccine from Oxford University has been halted in India after the UK paused its own studies earlier this week. The pause in India's trial comes after the US, Brazil and South Africa also stopped their studies. The vaccine candidate is being developed by Oxford University and AstraZeneca.",2020-09-13,itv.com,Global,,,0.0,0.2333333333333333,0.11666666666666665,0.15781746031746033,positive,positive,2020-09-12,2020-09-14,0.0324702380952381,0.09275572047000619
Covid19,COVID-19 vaccine should be made available to all countries: Ramaphosa,"JOHANNESBURG - President Cyril Ramaphosa says any COVID-19 vaccine must be made available to all countries, even if they can't afford it. Ramaphosa, who is also African Union chairperson, was co-chairing the first high-level meeting of the World Health Organization's ACT-A facilitation council. READ: Questions over Russia vaccine study 'inconsistencies' ACT-A seeks to ensure that vaccines are distributed equitably. ""Governments may need to subsidize the development of vaccines as an incentive to ensure fast and adequate production,""",2020-09-13,enca.com,Global,,,0.4,0.18055555555555555,0.2902777777777778,0.15781746031746033,positive,positive,2020-09-12,2020-09-14,0.0324702380952381,0.09275572047000619
Covid19,Navajo Nation will participate in COVID-19 vaccine trials,"The vaccine trials will be conducted at health care centers across the Navajo Nation. Participation is entirely voluntary. ""Several COVID-19 vaccine clinical trials are making progress across the U.S. and it's important that the Navajo people have an opportunity to participate in a Phase 3 trial,"" Navajo Nation President Jonathan Nez said in a statement.",2020-09-13,elpasoinc.com,Global,,,0.0,0.13333333333333333,0.06666666666666667,0.15781746031746033,positive,positive,2020-09-12,2020-09-14,0.0324702380952381,0.09275572047000619
Covid19,AstraZeneca: 'Genuine hope' COVID-19 vaccine could be ready by next year,The comments come after Oxford University restarted its key clinical trial for a coronavirus vaccine - after it was halted when a volunteer suffered a suspected serious adverse reaction. Australia will be one of the first countries to get the vaccine when and if it is safe to use after Prime Minister Scott Morrison secured a deal for 25 million doses. The Medicines Health Regulatory Authority (MHRA) confirmed that it was safe to resume trials in a boost to the UK's efforts to secure a COVID-19 vaccine.,2020-09-13,heraldsun.com.au,Australia,,,0.20000000000000004,0.24523809523809526,0.22261904761904766,0.15781746031746033,positive,positive,2020-09-12,2020-09-14,0.0324702380952381,0.09275572047000619
Covid19,AstraZeneca resumes its COVID-19 vaccine trials in the U.K.,The vaccine trials had been placed on hold around the world earlier in the weekafter a U.K. participant in one of the studies developed a neurological illness. The candidate vaccine was developed by the University of Oxford along with AstraZeneca. The goal of the large studies is to see whether the vaccine is capable of preventing COVID-19 and whether it is safe.,2020-09-13,mprnews.org,,,,0.0,0.18571428571428572,0.09285714285714286,0.15781746031746033,positive,positive,2020-09-12,2020-09-14,0.0324702380952381,0.09275572047000619
Cases,Ecuador to be part of the Covid-19 vaccine clinical trial,"In Teran's opinion, among the advantages of being part of the project is that the country will manage to access the vaccines early and acquire the most adequate one to the characteristics of Ecuadorians. Since the beginning of the national emergency due to the Covid-19 pandemic, last March, Ecuador has accumulated 113,206 confirmed cases through PCR type tests and 6,971 deaths due to the respiratory disease. rly/abo/jcm/scm",2020-09-14,plenglish.com,Global,,,0.0,0.1547619047619048,0.0773809523809524,0.09275572047000619,positive,positive,2020-09-13,2020-09-15,0.15781746031746033,0.05737981601731601
Covid19,Thai university reports positive results in COVID-19 vaccine animal trial » Borneo Bulletin Online,"Dr Suthira said the COVID-19 immunity level of the monkeys in the tests will be reviewed again six months after they were initially vaccinated. Meanwhile, Chulalongkorn University Vice Rector Dr Narin Hiransuthikul said that the university is in close consultation with the National Vaccines Institute, the Food and Drugs Administration and the Faculty of Pharmaceutical Sciences, to seek endorsement as well as to ensure that the candidate vaccines meet the required international standards.",2020-09-14,borneobulletin.com.bn,Brunei Darussalam,,,0.22727272727272727,0.0,0.11363636363636363,0.09275572047000619,positive,positive,2020-09-13,2020-09-15,0.15781746031746033,0.05737981601731601
Covid19,Pfizer proposes expanding Covid-19 vaccine trial to include more diversity as race for a vaccine continues,"UGA classes began August 20. ""Clearly, it's the return to campus of large numbers of students who are not here through the summertime,"" he said. Six students at Miami University in Ohio were cited after holding a house party even though at least one of them tested positive for Covid-19, according to police records. The university declined to comment, citing federal privacy laws, but said students would face disciplinary action if they violate quarantine orders or the city ordinance on mass gatherings.",2020-09-14,gwinnettdailypost.com,Global,Pfizer,PFE,0.5,0.06831168831168831,0.28415584415584416,0.09275572047000619,positive,positive,2020-09-13,2020-09-15,0.15781746031746033,0.05737981601731601
Covid19,"DCGI suspends Serum Institute's phase 2, 3 clinical trials of AstraZeneca's COVID-19 vaccine","We are following DCGI`s instructions."" The country`s apex drugs regulator had on August 2 granted permission to SII to conduct a phase II/III clinical trial of ChAdOx1 nCoV-19 coronavirus vaccine (recombinant) at various clinical trial sites in the country to determine its safety and immunogenicity. The vaccine will be manufactured by Serum Institute in India under technical collaboration with Oxford University/AstraZeneca.",2020-09-14,zeenews.india.com,Global,,,0.0,0.0,0.0,0.09275572047000619,neutral,positive,2020-09-13,2020-09-15,0.15781746031746033,0.05737981601731601
Cases,Oxford's COVID-19 vaccine trial resumes in UK,"This COVID-19 vaccine, dubbed AZD1222, aka ChAdOx1 nCoV-19, is being developed in association with biopharmaceutical company AstraZeneca and is one of several currently in late-stage Phase 3 trials. The voluntary pause was triggered on September 6 after a standard review identified an adverse reaction in one subject. ""Globally some 18,000 individuals have received study vaccines as part of the trial,"" the University of Oxford said in a recent statement. ""In large trials such as this, it is expected that some participants will become unwell and every case must be carefully evaluated to ensure careful assessment of safety."" The details of the adverse reaction are still unclear but StatNews has reported the CEO of AstraZeneca said to investors privately the subject was experiencing neurologic",2020-09-14,newatlas.com,Global,,,0.0,-0.0227891156462585,-0.01139455782312925,0.09275572047000619,negative,positive,2020-09-13,2020-09-15,0.15781746031746033,0.05737981601731601
