Topic,DateTime,URL,Title,Context,title_rn,rn
Covid19,2020-12-11 00:01:29.000000 UTC,https://herald-review.com/news/national/fda-panel-endorses-widespread-use-of-pfizer-covid-19-vaccine-mcconnell-hits-brakes-on-relief/article_a76cff64-4585-5af8-872f-d7c03278fb47.html,FDA panel endorses widespread use of Pfizer COVID-19 vaccine; McConnell hits brakes on relief deal,"Widespread access to the general public is not expected until the spring. US panel endorses widespread use of Pfizer COVID-19 vaccine In other developments: Senate Majority Leader Mitch McConnell is hitting the brakes on emerging COVID-19 aid package from a bipartisan group of lawmakers, saying Republican senators won't support $160 billion in state and local funds as part of a potential trade-off in the deal. As the coronavirus rages across the U.S., grocery workers, health care professionals, university staffers, cleaning crews and others who don't have the option to work from home must weigh safety against affordability when deciding how best to commute to their jobs.",1,3
Cases,2020-12-11 00:01:33.000000 UTC,https://www.voanews.com/covid-19-pandemic/fda-panel-recommends-approval-first-covid-19-vaccine,FDA Panel Recommends Approval of First COVID-19 Vaccine,"The decision was made as the U.S. continues to confirm record numbers of coronavirus cases. As of Thursday evening, the U.S. had recorded 15.5 million cases and more than 291,000 deaths, according to Johns Hopkins University data. Of the 22 people on the special panel of the Food and Drug Administration (FDA), 17 voted yes, four voted no and one abstained on the question: ""Based on the totality of scientific evidence available, do the benefits of the Pfizer/BioNTech COVID-19 vaccine outweigh its risks for use in individuals 16 years of age and older?""",1,4
Testing,2020-12-11 00:01:38.000000 UTC,https://wbhpam.iheart.com/content/2020-12-10-fda-panel-meets-to-consider-covid-19-vaccine-authorization/,FDA Panel Meets To Consider COVID-19 Vaccine Authorization,"The vote was 17-4 with one member abstaining. ------ A panel of medical experts with the Food and Drug Administration is set to vote on whether to grant emergency use authorization to a coronavirus vaccine developed by Pfizer. The Vaccines and Related Biological Products Advisory Committee will hear testimony from outside medical experts who have reviewed the clinical trial data from Pfizer's vaccine. The 23-member panel is expected to approve the vaccine, which has already been cleared by health agencies in the United Kingdom and Canada.",1,5
Prices,2020-12-12 00:01:38.000000 UTC,https://www.msn.com/en-us/news/politics/overnight-health-care-white-house-presses-fda-chief-over-covid-19-vaccine-committees-reach-bipartisan-deal-to-protect-patients-from-surprise-medical-bills-sanders-hawley-vow-fight-next-week-over-stimulus-checks/ar-BB1bRn9e,Overnight Health Care: White House presses FDA chief over COVID-19 vaccine | Committees reach bipartisan deal to protect patients from surprise medical bills,"Neither a proposal from a bipartisan group of lawmakers nor one from Senate Majority Leader Mitch McConnell (R-Ky.) included the stimulus checks. GOP leadership has warned that stimulus checks divide their caucus and could beef up the price tag, which could also threaten Republican support. Virtual Event Announcement: 1:00 ET Wednesday 12/16 -- COVID-19, Tech and Economic Resilience Significant advances in communication and information technology have lifted many, and buffered others, during a crushing pandemic.",1,1
Covid19,2020-12-12 00:01:39.000000 UTC,https://www.mynews13.com/fl/orlando/watchdog/2020/12/11/counties-in-central-florida-working-to-keep-coronavirus-vaccine-safe-against-cyber-threats--,How Central Florida Counties Will Keep COVID-19 Vaccine Safe,"What You Need To Know Some Central Florida counties have their own special freezers for COVID-19 vaccines The Pfizer vaccine must be stored in special ultra-cold freezers Freezers, transportation will all have special security measures RELATED: Coronavirus Vaccine in Florida: Your Questions Answered Have a tip for our Spectrum News 13 Watchdog Team? SEND IT TO US The agency says hackers are using spear-phishing emails to potentially gain key technology information, or even potentially disrupt supply of the vaccine. The Pfizer vaccine is stored in special ultra-cold freezers.",1,2
Covid19,2020-12-12 00:01:44.000000 UTC,https://www.clickorlando.com/news/local/2020/12/11/where-do-health-care-workers-stand-on-getting-a-covid-19-vaccine/,Where do health care workers stand on getting a COVID-19 vaccine?,"The rest, 14.9%, said they were not interested in a COVID-19 vaccine at all. Chad Neilsen, an infectious disease epidemiologist with UF Health Jacksonville, said they also conducted a survey of employees. The hospital is also receiving doses in the first round of COVID-19 vaccines. ""We saw here when we surveyed our own employees, about 40% of folks were enthusiastic about receiving the vaccine, about 40% said, 'No, I don't want it,' and then there were about 20% that said, 'I'm not sure at this time,'""",1,3
Covid19,2020-12-12 00:01:44.000000 UTC,https://www.duquoin.com/news/20201211/first-covid-19-vaccines-may-be-available-soon-local-doctors-say,First COVID-19 vaccines may be available soon,"The first vaccines against COVID-19 may be available soon through Southern Illinois Healthcare, doctors said in a weekly update Wednesday morning. In a virtual teleconference, SIH doctors said some vaccines to be distributed by SIH's Memorial Hospital of Carbondale could be available by next week. SIH Chief Medical Officer Marci Moore Connelly said while information about the availability is updated continually, the first doses are expected soon.",1,4
Covid19,2020-12-12 00:01:45.000000 UTC,https://www.hometownstations.com/news/local-counties-and-cities-prepare-for-arrival-of-the-covid-19-vaccine/article_78e21b1a-3c05-11eb-9863-e768335f680e.html,Local counties and cities prepare for arrival of the COVID-19 vaccine,"The hospital, the health department, the emergency management agency, and myself are in pretty constant communication about what that's going to look like and certainly supporting that roll out of that pretty expeditiously."" Governor Mike DeWine has previously said that Ohio could see the COVID-19 vaccine on December 15th.",1,5
Covid19,2020-12-13 00:01:27.000000 UTC,https://www.northernpublicradio.org/post/cdc-advisers-agree-fda-covid-19-vaccine-ok-public-use,CDC Advisers Agree With FDA: COVID-19 Vaccine Is OK For Public Use,"In an emergency meeting Saturday, the CDC's Advisory Committee on Immunization Practices voted to recommend the first COVID-19 vaccine for use for people 16 or older in the U.S, expressing hope that the vaccine would help curb the spread of the disease that has killed more than 295,000 people in the U.S. This follows the Food and Drug Administration's emergency use authorization issued Friday night for this COVID-19 vaccine. With Saturday's vote, the CDC's independent advisory group joins the FDA in determining the vaccine to be safe and effective for use in the U.S. population. Once the recommendation is approved by CDC director Robert Redfield, the agency will publish it as official guidance.",1,1
Testing,2020-12-13 00:01:28.000000 UTC,https://www.aninews.in/news/world/us/initial-doses-of-pfizer-covid-19-vaccine-in-us-to-begin-from-monday20201213041129/,Initial doses of Pfizer Covid-19 vaccine in US to begin from Monday,"Other authorizations, including by the European Union, are expected within weeks. According to the latest update by the Johns Hopkins University, as many as 15,998,522 in the US have tested positive for coronavirus and 296,977 deaths have been reported so far. (ANI)",1,2
Cases,2020-12-13 00:01:29.000000 UTC,https://journaltimes.com/news/national/states-will-start-getting-covid-19-vaccine-monday-us-reaches-another-record-daily-death-toll/article_10d09135-fef7-51aa-b944-026cbfa3d4d0.html,States will start getting COVID-19 vaccine Monday; US reaches another record daily death toll,"The first vaccines will go to hospital staff and other health care professionals. The U.S. leads the world in confirmed cases at 15.9 million and deaths at more than 296,000. The coronavirus has caused more than 1.6 million global deaths.",1,3
Cases,2020-12-13 00:01:30.000000 UTC,http://www.msn.com/en-us/news/us/first-pfizer-covid-19-vaccine-shipments-to-be-delivered-to-us-distribution-sites-starting-monday/ar-BB1bSuIt,First Pfizer COVID-19 vaccine shipments to be delivered to US distribution sites starting Monday,"The vials are stored in flat, pizza box-sized compartments, each of which holds 195 vials. A fully-loaded thermal container, which is reusable, contains five of these and weighs about 70 pounds. © Pfizer Inc. Pfizer's COVID-19 vaccine is being shipped in specially designed, insulated containers that hold between 195 and 975 five-dose vials and are about the size of a carry-on suitcase. The vials are stored in flat, pizza box-sized compartments, each of which holds 195 vials.",1,4
Covid19,2020-12-13 00:01:31.000000 UTC,https://www.inforum.com/newsmd/coronavirus/6799292-CDC-advisory-panel-recommends-COVID-19-vaccine-for-widespread-use,CDC advisory panel recommends COVID-19 vaccine for widespread use,"The CDC panel discussed clinical considerations for certain patients like pregnant women and people with severe allergies, who were not studied in clinical trials, but the panel did not formally vote on these considerations. RELATED: U.S. readies COVID-19 inoculation rollout as regulators OK first vaccine Officials presenting at the meeting said that while there is not yet data on how the vaccine may impact pregnant women, pregnant women could decide for themselves whether or not to be vaccinated and should consult with their doctor. They said that pregnant women should take acetaminophen, more commonly known by its brand-name Tylenol, if they get a fever after vaccination, which is one of the vaccine's side effects, as fevers can pose risks to pregnancy.",1,5
Falsehoods,2020-12-14 00:02:30.000000 UTC,https://www.msn.com/en-us/news/politics/white-house-staffers-among-the-first-to-receive-covid-19-vaccine-report/ar-BB1bTSvh,White House Staffers Among the First to Receive COVID-19 Vaccine: Report,"Getty Images © Getty Images ""Yeah, hi, could I get a dose for one?"" Getty Images The top staffers of the Trump administration have abetted the president's coronavirus misinformation campaign — nearly a year long now — to minimize the threat of a pandemic that has killed nearly 300,000 Americans. As a reward, they will be among the first in line to receive the first doses of the coronavirus vaccine.",1,1
Covid19,2020-12-14 00:02:30.000000 UTC,http://newsonair.com/Main-News-Details.aspx?id=405768,United Kingdom rolls out first COVID-19 vaccine in the world,"The programme aims to protect the most vulnerable and return life to normal. 87-year-old Dr Hari Shukla of Indian Origin who received one of the first coronavirus vaccines said he felt it was his duty to do whatever he can to help. Dr Shukla, who has nine grandchildren, said he was proud to participate in this very important activity. He said the whole world is looking at us to see how things go.",1,2
Covid19,2020-12-14 00:02:32.000000 UTC,https://www.10news.com/news/local-news/cdc-gives-go-ahead-for-covid-19-vaccine-to-be-administered,CDC gives go-ahead for COVID-19 vaccine to be administered,"(KGTV) -- The Director of the US Centers for Disease Control and Prevention said Sunday the agency has given the go-ahead for Pfizer and BioNTech's COVID-19 vaccine to be administered, CNN reported. The CDC says the vaccine may be given to those 16 and older. The approval means shots can now be given in the United States, CNN reports.",1,3
Covid19,2020-12-14 00:02:35.000000 UTC,https://www.npr.org/2020/12/06/943670487/1st-doses-of-covid-19-vaccine-to-be-administered-this-week-in-the-u-k,U.K. Set To Begin Administering COVID-19 Vaccine As Early As This Week : NPR,"Yui Mok/AP As U.S. health authorities continue examining the proposed COVID-19 vaccines, residents in the United Kingdom — the first Western country to issue approval for emergency use — are set to receive their first shots as early as this week. But quickly vaccinating as many people as possible in the U.K. will pose enormous logistical challenges — from keeping the doses frozen to figuring out how to methodically and fairly distribute the vaccine across the nation of 68 million. The first batch of the vaccine created by Pfizer and the German company BioNTech arrived in the U.K. last week.",1,4
Covid19,2020-12-14 00:02:35.000000 UTC,https://www.nbclosangeles.com/news/national-international/explainer-how-much-covid-19-vaccine-will-be-shipped-in-us/2484174/,EXPLAINER: How Much COVID-19 Vaccine Will Be Shipped in US,"Trucks with Pfizer's vaccine rolled out Sunday. They will deliver to 145 distribution centers around the country by Monday, said Army Gen. Gustave Perna of Operation Warp Speed, the government effort to develop and distribute COVID-19 vaccines. An additional 425 sites will get shipments Tuesday, and the remaining 66 on Wednesday.",1,5
Covid19,2020-12-15 00:01:44.000000 UTC,https://www.msn.com/en-us/health/medical/we-can-see-victory-first-covid-19-vaccine-shots-given-in-kentucky-at-u-of-l-health/ar-BB1bV13S,'We can see victory': First COVID-19 vaccine shots given in Kentucky at U of L Health,"Your questions answered Smith said he hopes Monday's event convinces others to take the vaccine as it becomes more widely available in coming months. ""I am fully in belief that this is a safe and effective vaccine,"" he said. ""I volunteered to go first because of that."" Others who received the vaccine Monday were doctors Mohamed Saad and Valerie Briones-Pryor and nurses LaShawn Scott and Beth Sum. Briones-Pryor said she has been working on the COVID-19 unit at U of L's Jewish Hospital since March and on Monday lost her 27th patient. ""The vaccine I took today was for her, her family and all the other patients we've lost,"" she said. Saad said he agreed to get the vaccine because he's watched as colleagues treating COVID-19 patients caught the virus and fell ill.",1,1
Covid19,2020-12-15 00:01:46.000000 UTC,https://www.wfaa.com/article/news/health/coronavirus/vaccine/long-term-care-industry-leaders-hopeful-as-vaccinations-get-underway/287-c73ef5d1-a941-426f-9a64-96dd96e88756,Long-term care industry leaders hopeful as COVID-19 vaccinations get underway,"When your community has the spread you almost can't keep it out,"" she said. RELATED: Texas to participate in COVID-19 vaccine program for long-term care facilities Either way, Knebl is encouraged after a devastating year. ""If you look at the number of deaths to date across the United States, approximately 40% of the deaths have been in person's living in long term care facilities,"" Knebl said. ""To make this vaccine available for the very vulnerable population in this first wave of giving the vaccine, I feel, is very, very positive.""",1,2
Covid19,2020-12-15 00:01:47.000000 UTC,https://www.cbs58.com/news/local-leaders-unveil-covid-19-vaccine-rollout-plan,Local leaders unveil COVID-19 vaccine rollout plan,"From the outside it looks quiet, but local officials tell us there's plenty of work going on inside to make sure this rollout is a smooth as possible. ""I think the most accurate word to describe what's going on is fluid,"" says Milwaukee Mayor Tom Barrett. During the monthly Greater Milwaukee Committee meeting, officials provided insight on the development and distribution of the anticipated COVID-19 vaccine. The numbers aren't set in stone, but officials are working off the possibility of receiving 50,000 doses from Pfizer and 16,000 from Maderna.",1,3
Covid19,2020-12-15 00:01:47.000000 UTC,https://omaha.com/news/national/govt-and-politics/respiratory-therapist-colorados-1st-to-get-covid-19-vaccine/article_dace035b-a0e5-51f5-9601-f3f667844df7.html,Respiratory therapist Colorado's 1st to get COVID-19 vaccine,"DENVER (AP) — A medical worker got Colorado's first COVID-19 vaccination shot Monday, launching what's expected to be a months-long effort to inoculate people statewide against the coronavirus. ""The vaccine isn't the end of it, but it is the light at the end of the tunnel,"" respiratory therapist Kevin Londrigan said before getting the shot at UCHealth Poudre Valley Hospital in Fort Collins. Hospital officials planned to give vaccination shots to 20 healthcare workers Monday. Another 20 were set for shots Monday at UCHealth's Memorial Hospital in Colorado Springs, the Denver Post reported.",1,4
Covid19,2020-12-15 00:01:48.000000 UTC,https://omaha.com/news/state-and-regional/govt-and-politics/it-is-a-time-of-hope-ricketts-says-as-covid-19-vaccine-shipments-arrive-in/article_936c7504-3e2e-11eb-8e3f-3fd40f41e326.html,"'It is a time of hope,' Ricketts says as COVID-19 vaccine shipments arrive in Nebraska","The Moderna vaccine will be directed to places without the ultra-cold storage capacity. COVID-19 hospitalizations continue to slowly fall in Nebraska and stood at 692 as of Monday morning. The state had neared the 1,000 mark in hospitalizations a month ago.",1,5
Covid19,2020-12-16 00:01:47.000000 UTC,https://www.wboi.org/post/poll-americans-are-growing-less-reluctant-take-covid-19-vaccine,Poll: Americans Are Growing Less Reluctant To Take COVID-19 Vaccine,"This hesitancy is highest among Republicans, in particular, at 42% — though even among members of the GOP, such skepticism appears to be eroding in recent months. The percentage of Republicans saying that they will probably or definitely get a COVID-19 vaccine leapt 9 points since the August/September poll, and now stands at 56%. That number is considerably higher — 86% — among Democrats.",1,1
Falsehoods,2020-12-16 00:01:48.000000 UTC,https://www.aljazeera.com/news/2020/12/15/public-confidence-looms-as-us-rolls-out-pfizer-vaccine,Public remains divided as US rolls out COVID-19 vaccine,"Chakravorti tells Al Jazeera, ""But after that, most people are either just hopeful that this is going to solve their problems or they are genuinely concerned, they think this is too good to be true."" Chakravorti adds that there has also been a longstanding anti-vaccination movement in the US that has recently gained ground by promoting falsehoods on social media claiming that COVID-19 is a ""hoax"" and that the vaccines are accompanied by ""microchips that are part of a plot by the federal government"" to control people. Meanwhile, Freedman says she has full faith in the scientific process behind the making of the vaccine, which she believes will enable her to go back to her office and socialise with friends and family, as well as not have to wear a mask in public.",1,2
Cases,2020-12-16 00:01:48.000000 UTC,https://www.thetelegraph.com/news/article/Hospitals-receive-first-doses-of-COVID-19-vaccine-15799731.php,Hospital doc receives first COVID-19 vaccine in Rhode Island,"Vaccines will arrive in the state in weekly allotments over the coming months. A look at other virus-related developments in the state: VIRUS CASES Rhode Island health officials on Monday reported 46 additional COVID-19 deaths and more than 3,000 cases of COVID-19 over the last three days. The state Department of Health also reported there were more than 400 people hospitalized with the virus as of Saturday, the most recent data available.",1,3
Cases,2020-12-16 00:01:52.000000 UTC,https://www.mitchellrepublic.com/newsmd/coronavirus/6802915-Sanford-in-Sioux-Falls-receives-administers-first-doses-of-COVID-19-vaccine-Tuesday,"Sanford in Sioux Falls receives, administers first doses of COVID-19 vaccine Tuesday","Meanwhile, two new deaths were reported to bring the state's total to 1,261. COVID-19 continues to disproportionately impact the elderly community in South Dakota, with people over the age of 60 accounting for 92.1% of deaths, despite having 21.8% of cases. Many of those deaths occured in nursing homes and Sanford has announced it will begin vaccinating long-term care workers this week.",1,4
Covid19,2020-12-16 00:01:53.000000 UTC,https://www.11alive.com/article/news/health/coronavirus/vaccine/cdc-to-use-smartphone-tool-to-track-covid-19-vaccine-side-effects/507-8d03a980-98bb-4145-95f0-f9587bddcf62,Text messaging tool to track COVID-19 vaccine safety concerns,"WASHINGTON — As the first approved COVID-19 vaccinations get underway across the United States, the Centers for Disease Control and Prevention plans to use a text messaging tool to track potential side effects. Once a person receives a COVID-19 vaccine, they'll be given an information sheet about the v-safe smartphone tool, the CDC website explains. Participation is voluntary.",1,5
Cases,2020-12-17 00:01:34.000000 UTC,https://www.newstrib.com/2020/12/16/states-major-cities-will-receive-only-half-of-covid-19-vaccine-from-federal-government/alpe74k/,"States, major cities will receive only half of COVID-19 vaccine from federal government","The seven-day rolling average of Illinois' positivity rate decreased to 8.5%. The state received the results of 93,278 COVID-19 tests in the 24 hours leading up to Wednesday afternoon. Illinois has seen 870,600 cases of the virus, and 14,655 people have died. The state has conducted 12,055,288 tests since the start of the pandemic.",1,1
Cases,2020-12-17 00:01:36.000000 UTC,https://www.cbc.ca/news/canada/new-brunswick/covid-vaccine-arrival-moncton-miramichi-1.5842261,First COVID-19 vaccine doses arrive in New Brunswick,"Each tray holds 195 vials, with each vial containing enough vaccine for five doses. COVID-19 vaccine made by Pfizer-BioNTech arrives at Miramichi Regional Hospital Power and PoliticsVideo 0:54 A batch of 1,950 doses of COVID-19 vaccine has arrived at the Miramichi Regional Hospital, where it will be stored at -80 C. 0:54 The vaccine arrived 279 days after New Brunswick reported its first COVID-19 case. More than 550 other people tested positive for the respiratory virus.",1,2
Testing,2020-12-17 00:01:37.000000 UTC,https://ottawa.ctvnews.ca/ottawa-is-not-going-to-get-left-behind-when-new-covid-19-vaccines-arrive-gen-hillier-1.5234302,'Ottawa is not going to get left behind' when new COVID-19 vaccines arrive: Gen. Hillier,"Yes, vaccines will come to Ottawa without question, and I'm not going to talk amounts here because we still don't know what's coming, when exactly,"" said Hillier Wednesday evening. ""All I can say is that we are ready for it and when it comes we are going to distribute it. It's going to go into the places where the need is greatest first, where people are in the most vulnerable circumstances."" Hillier says the mission of the COVID-19 vaccine task force is to ""focus on the areas that are most vulnerable right now."" ""Ottawa, the region, is not going to be left behind.",1,3
Cases,2020-12-17 00:01:40.000000 UTC,https://www.theintelligencer.com/news/article/Health-officials-track-safety-as-COVID-19-15809163.php,Health officials track safety as COVID-19 vaccines roll out,"On Tuesday, a health worker in Alaska suffered a severe allergic reaction after receiving the Pfizer COVID-19 vaccine. Doctors already knew to be on the lookout after Britain reported two similar cases last week. In the U.S., vaccine recipients are supposed to hang around after the injection in case signs of an allergy appear and they need immediate treatment — exactly what happened when the health worker in Juneau became flushed and short of breath 10 minutes after the shot.",1,4
Covid19,2020-12-17 00:01:46.000000 UTC,https://wibx950.com/mvhs-receives-first-shipment-of-covid-19-vaccine/,MVHS Receives First Shipment Of COVID-19 Vaccine,The first doses of COVID-19 vaccine have arrived at Mohawk Valley Health System. MVHS received their doses of the Pfizer vaccine this morning. Distribution of the vaccine to health care workers began this afternoon.,1,5
Covid19,2020-12-18 00:01:38.000000 UTC,https://wkzo.com/2020/12/17/mexico-hopes-to-ink-cansino-covid-19-vaccine-contract-by-next-week/,Mexico hopes to ink CanSino COVID-19 vaccine contract by next week,"The range contrasts with figures given by Mexican Foreign Minister Marcelo Ebrard last week when he said the health ministry had signed an agreement to buy 35 million doses of CanSino's vaccine, potentially floating the possibility of acquiring far fewer doses that originally planned. Mexico has been especially hard-hit by the pandemic. The government's official count shows that fatalities due to the coronavirus surpassed 115,000 on Wednesday, the fourth highest death toll worldwide behind only the United States, Brazil and India. (Reporting by Raul Cortes Fernandez; Writing by David Alire Garcia; Editing by David Gregorio)",1,1
Covid19,2020-12-18 00:01:39.000000 UTC,https://www.whig.com/ap/washington/2nd-covid-19-vaccine-set-for-ok-in-us-with-panel-endorsement/article_568d2cf4-a345-5963-8e99-06d6e0c03196.html,2nd COVID-19 vaccine set for OK in US with panel endorsement,"WASHINGTON (AP) — A government advisory panel endorsed a second COVID-19 vaccine Thursday, paving the way for the shot to be added to the U.S. vaccination campaign. The Food and Drug Administration is expected to follow the recommendation for the vaccine from Moderna and the National Institutes of Health. The FDA advisers, in a 20-0 vote, agreed the benefits of the vaccine outweighed the risks for those 18 years old and up.",1,2
Covid19,2020-12-18 00:01:47.000000 UTC,https://www.cbs58.com/news/childrens-wisconsin-health-staff-latest-to-get-covid-19-vaccines,Children's Wisconsin health staff latest to get COVID-19 vaccines,"WAUWATOSA, Wis. (CBS 58) -- Children's Wisconsin is the latest health care system to begin vaccinating staff members against COVID-19. Gwen Lea is their first nurse to get a shot. She cares for children who have sickle cell anemia.",1,3
Covid19,2020-12-18 00:01:49.000000 UTC,http://my40.tv/news/local/mountain-company-has-key-role-in-covid-19-vaccine-distribution,Mountain company has key role in COVID-19 vaccine distribution,"WEAVERVILLE, N.C. (WLOS) — A mountain company is playing a major role in the COVID-19 vaccine distribution, keeping doses safe until they can be administered to patients. Thermo Fisher, which has a factory in Weaverville, specializes in supplying the ultra-low temperature freezers that store vaccines. Director of operations Keith Howell said demand for the freezers has recently increased by 30 to 40 percent.",1,4
Covid19,2020-12-18 00:01:53.000000 UTC,https://www.brazilsun.com/news/267284109/brazil-earmarks-4-bln-usd-for-covid-19-vaccination-drive,Brazil earmarks 4 bln USD for COVID-19 vaccination drive,"Vaccination will be voluntary and free of charge, once vaccines are approved by Brazil's Health Regulatory Agency (Anvisa), Bolsonaro said. The Ministry of Health on Wednesday presented the COVID-19 National Vaccination Plan, which aims to initially vaccinate around 51 million people in high-risk groups. The South American nation reported 70,574 daily cases of COVID-19 infection on Wednesday, pushing the total caseload to 7,040,608; and 936 single-day fatalities from the disease, raising the death toll to 183,735.",1,5
Covid19,2020-12-19 00:01:26.000000 UTC,https://fr.reuters.com/article/idUSL4N2IY1QZ,"UPDATE 1-J&J enrolls about 45,000 participants for late-stage COVID-19 vaccine trial","While seven countries have already authorized the emergency use of Pfizer and German firm BioNTech's candidates, Moderna's rival vaccine was set for regulatory authorization this week in the United States. J&J also said it plans to submit an emergency use authorization application to the U.S. Food and Drug Administration (FDA) in February if the data from the study is safe and effective. The company had earlier this month announced cuts in enrollment for the vaccine trial from its original plan for 60,000, as higher rates of COVID-19 infections amid a worsening pandemic should generate the data it needs with fewer study subjects.",1,1
Covid19,2020-12-19 00:01:30.000000 UTC,https://www.jdsupra.com/legalnews/eeoc-issues-updated-employer-guidance-25503/,"EEOC Issues Updated Employer Guidance Concerning Mandatory COVID-19 Vaccinations | Bass, Berry & Sims PLC","Vaccination Pre-Screening The EEOC has confirmed that an employer's administration of a COVID-19 vaccine to an employee (or by a contracted third party) is not a ""medical examination"" for purposes of the ADA. The EEOC reasons that employers are not seeking information about an individual's impairments or current health status, and thus the vaccination itself does not qualify. However, pre-screening vaccination questions may implicate the ADA's provision on disability-related inquiries, which are inquiries likely to elicit information about a disability.",1,2
Cases,2020-12-19 00:01:36.000000 UTC,https://www.news4jax.com/news/world/2020/12/17/russias-covid-19-vaccine-rollout-draws-wary-mixed-response/,"Russia's COVID-19 vaccine rollout draws wary, mixed response","Developers named it ""Sputnik V,"" a reference to the Soviet Union's 1957 launch of the world's first satellite during the Cold War. More than just national pride is at stake. Russia has recorded more than 2.7 million cases of COVID-19, and over 49,000 deaths, and it wants to avoid another damaging lockdown of its economy. On Dec. 2, Putin cited a target of over 2 million doses in the coming days.",1,3
Masks,2020-12-19 00:01:37.000000 UTC,https://www.northwestgeorgianews.com/rome/news/local/floyd-medical-center-staff-get-first-covid-19-vaccinations-in-rome/article_ad34317c-4165-11eb-a27e-d7e215f5fba8.html,Floyd Medical Center staff get first COVID-19 vaccinations in Rome,"Spokeswoman Andrea Pitts said Friday afternoon that Redmond still had not received its initial round of the Pfizer vaccines. The hospital received enough doses to vaccinate all of its patient-facing direct caregivers, physicians, nursing, pharmacy and respiratory therapy personnel who are taking care of COVID-19 patients. Local hospitals are currently treating 129 COVID-19 patients.",1,4
Cases,2020-12-19 00:01:37.000000 UTC,https://www.wmal.com/2020/12/17/2nd-covid-19-vaccine-set-for-ok-in-us-with-panel-endorsement/,2nd COVID-19 vaccine set for OK in US with panel endorsement,"A second vaccine is urgently needed as coronavirus infections, hospitalizations and deaths climb to new highs ahead of the holidays. The U.S. leads the world in virus totals, with more than 1.6 million confirmed cases and nearly 309,000 reported deaths. Moderna's vaccine uses the same groundbreaking technology as Pfizer-BioNTech's shot.",1,5
Cases,2020-12-20 00:01:35.000000 UTC,https://www.kake.com/story/43083137/third-alaskan-health-care-worker-has-allergic-reaction-to-covid19-vaccine,Third Alaskan health care worker has allergic reaction to Covid-19 vaccine,"A second worker on Wednesday ""experienced eye puffiness, light headedness, and scratchy throat ten minutes after being injected with the vaccine,"" according to a statement from Bartlett Regional. After being administered epinephrine, Pepcid and Benadryl, the worker was ""completely back to normal within an hour and was released."" 'We are getting crushed.' What's behind the alarming rise in California's Covid-19 cases / 'We are getting crushed.' What's behind the alarming rise in California's Covid-19 cases The two in Juneau worked in the same hospital system, and it is unclear if there are any other connections between the two incidents. Both incidents were reported to the US Centers for Disease Control and Prevention (CDC) and state health authorities.",1,1
Covid19,2020-12-20 00:01:47.000000 UTC,https://wibqam.com/2020/12/19/u-s-faa-approves-use-of-moderna-covid-19-vaccine-by-pilots/,U.S. FAA approves use of Moderna COVID-19 vaccine by pilots," By David Shepardson WASHINGTON (Reuters) - The U.S. Federal Aviation Administration (FAA) said on Saturday it had approved the use of the Moderna COVID-19 vaccine by pilots and air traffic controllers. The announcement follows the FAA's Dec. 12 approval for pilots and controllers to use the vaccine from Pfizer and BioNTech The U.S. aviation regulator said pilots and controllers must not fly or conduct safety-related duties for 48 hours after receiving doses. The FAA said it ""will monitor the patient response to each vaccine dose and may adjust this policy as necessary to ensure aviation safety.""",1,2
Covid19,2020-12-20 00:01:51.000000 UTC,https://www.qatar-tribune.com/news-details/id/204250/qatar-to-receive-first-batch-of-covid-19-vaccine-tomorrow-pm,Qatar to receive first batch of COVID-19 vaccine tomorrow: PM,"Qatar's health officials had earlier said that the COVID-19 vaccine will arrive in Qatar by the end of this month. Dr Abdul Wahab Al Musleh, Advisor to the Minister of Public Health for Sports and Emergency Affairs, last week said the first batch of the coronavirus vaccine developed by Pfizer and BioNTech will arrive in Qatar before the end of December and it will administered in two doses three weeks apart. He had said priority will be given to the elderly people, those with chronic diseases and the frontline healthcare workers in giving the vaccine.",1,3
Cases,2020-12-20 00:01:57.000000 UTC,http://www.msn.com/en-us/health/medical/cdc-advisory-panel-votes-to-recommend-moderna-s-covid-19-vaccine/ar-BB1c4eRD,CDC Advisory Panel Votes to Recommend Moderna's Covid-19 Vaccine,"States, a handful of large cities and territories are slated to soon receive some of the 5.9 million doses of Moderna's vaccine that the federal government plans to initially release. Moderna's vaccine, the second to be authorized for emergency use in the U.S. this month, will be introduced amid more than 200,000 new daily coronavirus cases being reported and record hospitalizations. ""I was very eager to put forth this nomination for a second vaccine that could be lifesaving, especially in light of the fact that we are seeing an average 2,600 deaths a day,"" said Lynn Bahta, committee member and immunization specialist at the Minnesota Department of Health. ""This is horrendous."" Peter Szilagyi, a pediatrician at the University of California, Los Angeles and CDC advisory panel member, said t",1,4
Cases,2020-12-20 00:01:59.000000 UTC,https://www.wmur.com/article/allergic-reactions-250k-covid-vaccine-shots/35021120,6 severe allergic reactions reported from more than 250K COVID-19 vaccine shots,"The half-dozen cases of allergic reaction were reported as of Friday night, and included one person with a history of vaccination reactions.Health officials are keeping close watch for such side effects.U.S. vaccine recipients are supposed to hang around after their injections in case signs of an allergy appear. The CDC says all cases occurred within the recommended observation window and were promptly treated.The numbers were discussed at a meeting of a committee that advises the CDC on vaccines. The group on Saturday endorsed Moderna's COVID-19 vaccine, which was granted emergency authorization on Friday.Less severe side effects have also been rare.",1,5
